 5 133 -1
 5 138 1
 5 143 -1
 5 148 1

 10 78 1
 10 83 -1
 10 88 1
 10 93 -1
 10 98 1
 10 103 -1
 10 108 1
 10 113 -1
 10 118 1
 10 123 -1
 10 128 1
 10 133 -1
 10 138 1
 10 143 -1
 10 148 1

 15 78 1
 15 83 -1
 15 88 1
 15 93 -1
 15 98 1
 15 103 -1
 15 108 1
 15 113 -1
 15 118 1
 15 123 -1
 15 128 1
 15 133 -1
 15 138 1
 15 143 -1
 15 148 1

 20 78 1
 20 83 -1
 20 88 1
 20 93 -1
 20 98 1
 20 103 -1
 20 108 1
 20 113 -1
 20 118 1
 20 123 -1
 20 128 1
 20 133 -1
 20 138 1
 20 143 -1
 20 148 1

 25 78 1
 25 83 -1
 25 88 1
 25 93 -1
 25 98 1
 25 103 -1
 25 108 1
 25 113 -1
 25 118 1
 25 123 -1
 25 128 1
 25 133 -1
 25 138 1
 25 143 -1
 25 148 1

 30 78 1
 30 83 -1
 30 88 1
 30 93 -1
 30 98 1
 30 103 -1
 30 108 1
 30 113 -1
 30 118 1
 30 123 -1
 30 128 1
 30 133 -1
 30 138 1
 30 143 -1
 30 148 1

 35 78 1
 35 83 -1
 35 88 1
 35 93 -1
 35 98 1
 35 103 -1
 35 108 1
 35 113 -1
 35 118 1
 35 123 -1
 35 128 1
 35 133 -1
 35 138 1
 35 143 -1
 35 148 1

 40 78 1
 40 83 -1
 40 88 1
 40 93 -1
 40 98 1
 40 103 -1
 40 108 1
 40 113 -1
 40 118 1
 40 123 -1
 40 128 1
 40 133 -1
 40 138 1
 40 143 -1
 40 148 1

 45 78 1
 45 83 -1
 45 88 1
 45 93 -1
 45 98 1
 45 103 -1
 45 108 1
 45 113 -1
 45 118 1
 45 123 -1
 45 128 1
 45 133 -1
 45 138 1
 45 143 -1
 45 148 1

 50 78 1
 50 83 -1
 50 88 1
 50 93 -1
 50 98 1
 50 103 -1
 50 108 1
 50 113 -1
 50 118 1
 50 123 -1
 50 128 1
 50 133 -1
 50 138 1
 50 143 -1
 50 148 1

 55 78 1
 55 83 -1
 55 88 1
 55 93 -1
 55 98 1
 55 103 -1
 55 108 1
 55 113 -1
 55 118 1
 55 123 -1
 55 128 1
 55 133 -1
 55 138 1
 55 143 -1
 55 148 1

 60 78 1
 60 83 -1
 60 88 1
 60 93 -1
 60 98 1
 60 103 -1
 60 108 1
 60 113 -1
 60 118 1
 60 123 -1
 60 128 1
 60 133 -1
 60 138 1
 60 143 -1
 60 148 1

 65 78 1
 65 83 -1
 65 88 1
 65 93 -1
 65 98 1
 65 103 -1
 65 108 1
 65 113 -1
 65 118 1
 65 123 -1
 65 128 1
 65 133 -1
 65 138 1
 65 143 -1
 65 148 1

 70 78 1
 70 83 -1
 70 88 1
 70 93 -1
 70 98 1
 70 103 -1
 70 108 1
 70 113 -1
 70 118 1
 70 123 -1
 70 128 1
 70 133 -1
 70 138 1
 70 143 -1
 70 148 1


 35 108.213 -90.0941
 40 108.213 -80.0941
 40 118.213 -80.0941
 35 118.213 -90.0941

 35 108.213 -90.0941
 40 108.213 -100.094
 40 118.213 -100.094
 35 118.213 -90.0941

 35 108.213 -90.0941
 30 108.213 -100.094
 30 118.213 -100.094
 35 118.213 -90.0941

 35 108.213 -90.0941
 30 108.213 -80.0941
 30 118.213 -80.0941
 35 118.213 -90.0941

 35 108.213 -90.0941
 40 108.213 -80.0941
 40 118.213 -80.0941
 35 118.213 -90.0941

